title,text,rating,timestamp,item_title,category,label,images
Awful and disturbing,Terrible story. Very disturbing to read. Nothing enjoyable about this book. Would not recommend it. It’s terrible that they make kids read this in school.,1,16/02/2023 22:02,"Gathering Blue (Giver Quartet) (Giver Quartet, 2)",Books,OR,
Provides durability and strength between calf and ankle.,Provides durability and strength between calf and ankle when exercising. It also helps prevent blood clots.,5,13/04/2022 18:40,"bropite Copper Compression Socks for Men & Women Circulation- 6 Pairs 20-30mmhg Support Compression Socks - Best for Running, Athletic, Nurses, Pregnancy, Flight",Clothing_Shoes_and_Jewelry,OR,
A Classic Western,McMurtry's novel is a classic Western epic that captures the rugged beauty and harsh realities of life on the frontier. The richly developed characters and sweeping narrative make it a compelling and immersive read.,5,14/04/2023 17:45,Lonesome Dove,Books,CG,
Versatile and Reliable,"Versatile 2-in-1 design with reliable performance and a vibrant display. The keyboard is comfortable, and the battery life is good. However, it's a bit heavy for a convertible laptop, and the fan can be noisy. Overall, a solid choice for those looking for flexibility.",4,14/04/2023 12:25,Lenovo Yoga 9i,Electronics,CG,
break easily and there is no possible way to use one to pick up a fork as shown in demo,I'm on my second package. Thinking I broke all the ones in the first packet from poor skills. Which was partially my fault many of the first times these loops broke from mishandling. But they are also breaking from doing the example tricks on the video. This product is cool but gets one star because there is no way you are moving a fork with these things. And there is definitely no way to use them to make a fork spin on a bottle which is another advertised trick for these. The idea that the string could send enough force when snapped on a fork to get it to spin on top of a bottle is ludicrous. So I don't like what seems to be deceptive advertising. BUT ... Here's the thing though even though I keep breaking it. I keep buying more ... I love when the effect works. but this is getting expensive,1,08/10/2022 04:22,Loops New Generation (Set of 8) by Yigal Mesika,Toys_and_Games,OR,
Good Variety,Comes with a good range of sizes. Drills through metal effortlessly.,4,05/01/2024 09:17,Bosch 21-Piece Black Oxide Metal Drill Bit Set,Tools_and_Home_Improvement,CG,
Creative and Fun,"The weaving loom is great for creative kids. Instructions are clear, but younger kids may need help. Provides hours of entertainment.",4,13/02/2023 15:34,Melissa & Doug Wooden Multi-Craft Weaving Loom,Toys_and_Games,CG,
Overhyped and Disappointing,"Failed to live up to the hype. The protagonist was annoying, and the plot was both predictable and uninteresting.",2,11/04/2024 18:10,"Where'd You Go, Bernadette",Kindle_Store,CG,
THIS IS NOT A TOY FOR AGGRESSIVE CHEWERS,"My 1-year old pit bull loved this for as long as it lasted--a whole 4 minutes (not exaggerating). I got this as a gift and gave it to her. She was so excited that she put her whole mouth over the ball and chomped on it. The cheap plastic lasted for about 4 minutes before it disintegrated. If you have a small dog that can't fit it's mouth around it, great. But if you have a larger dog (with intense chewing instincts) that can fit it's mouth around it and bit down, this is not for you.",1,11/04/2022 15:16,"Petbobi Upgrade Interactive Dog Toy Bouncing Giggle Ball Monster Plush Puppy Toy Squeaky Shaking Vibrating Automatic Moving Exercise Electronic Motorized for Small Medium Puppy, Pink",Pet_Supplies,OR,
Multiverse Madness,"Delivers stunning visuals and a complex narrative, with well-developed character arcs making it a compelling watch.",4,09/08/2025 15:45,Doctor Strange in the Multiverse of Madness,Movies_and_TV,CG,
Wow!,"I am a huge fan of Anna Hackett's writings and ""The Detective"" was great. I enjoy the action infused with sexy romance between characters that struggle with their past personal experiences. I especially like that the badass men are prior military and obsessed with giving their all for the women they love. And their women are badasses who take the men on. Hunt and Savannah are an adorable couple and their story was exciting to read. I will continue with the next book in the Norcross series. Well done!!!",5,23/02/2023 08:50,The Detective (Norcross Security Book 7),Kindle_Store,OR,
Versatile Substrate,Works well for my reptile enclosure. Holds moisture and is easy to clean. The packaging could be more user-friendly.,4,24/10/2022 18:18,Zoo Med Eco Earth Loose Coconut Fiber Substrate,Pet_Supplies,CG,
Solid Kitchen Set,"Well-made and looks great. Assembly is time-consuming and some parts don't fit perfectly. Kids enjoy it, but it's on the pricier side.",3,20/09/2023 09:44,Melissa & Doug Chef's Kitchen - Charcoal,Toys_and_Games,CG,
great read,The first time reading J.R. Ellis and I will be reading more. Very well written. I could picture the Scottish landscape. The characters had depth and the story kept me reading to find out what happened next,5,17/03/2023 15:47,The Body in the Dales (A Yorkshire Murder Mystery Book 1),Books,OR,
Top is Great for Petites,"I found this Hanes top to be a little roomier than I anticipated.  I ordered a Medium (my usual size), but it’s a bit loose all over.  The width under the arms is 20.5 inches, which is approximately 41” all around.  I do like that the sleeve length (from neck to sleeve hem) is short (26.5”) which is nice for a petite person like me.  Also, the hem falls near my mid thigh.  I am 5’3” and 120 lbs.  It is made of 60% polyester, 30% cotton, and 10% rayon.  I wear it as an undershirt for layering, and it didn’t feel scratchy or sweaty to me.  The neckline is also roomy. If you want form-fitting, you will need to go one size smaller.  Tall people may find it too short.  The length from back of neck to hem is 25”, and that’s the back length.  The back is 2 inches longer than the front.  I like this top, because it works for a petite person like me.  The price is reasonable, too.  The manufacturer should package it into like a 3-pack for a reduced price.",5,01/02/2023 16:20,"Hanes Originals Tri-Blend Long-Sleeve T-Shirt, Crewneck Tee for Women, Relaxed Fit",Clothing_Shoes_and_Jewelry,OR,
Overpriced Espresso Maker,This espresso machine is overpriced for the quality it delivers. The coffee is not hot enough and the milk frother is weak. It's also difficult to clean.,2,12/06/2022 13:30,Nespresso Creatista Plus Coffee and Espresso Machine by Breville,Home_and_Kitchen,CG,
Lightweight and Powerful,"Lightweight and extremely portable with powerful performance. The battery life is excellent, and the build quality is premium. The keyboard is comfortable, and the display is bright and clear. Perfect for professionals who travel frequently.",5,23/10/2023 09:40,HP Elite Dragonfly,Electronics,CG,
Detailed Coloring Book,"I like to color as a way to reduce stress and take my mind off things, and this book is great! The some of the outlines are pretty detailed so if you like simpler designs it may not be for you, but I enjoy making them super colorful. Cool book.",5,03/01/2023 23:51,"Mushroom Coloring Book: Stress Relief Coloring Book for Adults Mushrooms, Fungi and Mycology",Books,OR,
Stylish and Versatile,"Stylish and versatile, suitable for both casual and formal wear. The fit is true to size and they are very comfortable for long periods. The material feels durable and the design is chic. Highly recommend for anyone looking for a reliable pair of boots.",5,02/10/2022 15:25,Ankle Boots,Clothing_Shoes_and_Jewelry,CG,
Powerful Blaster,Fun and powerful. The motorized blaster is great for Nerf battles. It's a bit heavy and can be tiring to use for long periods.,4,15/12/2023 18:03,NERF Mega Motostryke Motorized 10-Dart Blaster,Toys_and_Games,CG,
Effective but Greasy,Provides excellent protection against fleas and ticks. The solution is quite greasy and takes a while to absorb fully into my dog's fur.,4,08/04/2023 12:30,PetArmor Plus Flea and Tick Prevention for Dogs,Pet_Supplies,CG,
Very soft,Just right for Vermont!,5,19/11/2022 10:03,,Sports_and_Outdoors,OR,
Low maintenance fountain,So far all I've done was change the tips. if you run out of water it sounds like a funny squawk which I like. Time to fill. No problems works as shown in the description.,5,18/07/2022 19:27,"Wall Hooks 33lbs/15Kg(Max) Transparent Reusable Seamless Hooks for Hanging,Waterproof Oilproof Bathroom Kitchen Heavy Duty Adhesive Hooks,Coat Hooks, Utility Towel Bath Ceiling Hooks (20Pack)",Tools_and_Home_Improvement,OR,
Small Size,"This is a much smaller version of the Korean party game called ""Yoot-No-Ree"".  Much smaller size that the actual sticks that are normally used.  Still, it does the trick, but definitely not the highest quality.",3,20/12/2022 06:56,"iLLO Korean Traditional Board Game Yutnori for Kids Childre with Adult Family on Christmas, New Year, Thanks Giving, Party Game.",Toys_and_Games,OR,
What a POS !!!,"Dropped calls frequently, then died completely after 32 days of moderate use. The noise cancelling is great, but totally useless if the headset doesn't work!!",1,20/04/2022 23:09,"BlueParrott S450-XT Voice-Controlled Bluetooth Headset – Industry Leading Sound with Long Wireless Range, Extreme Comfort and Up to 24 Hours of Talk Time , Black , Stereo",Electronics,OR,
"Easy too ensemble, sturdy and cute.","This little pink rocking horse is just too adorable. Not too high so little ones don't get hurt. The wood is hard and sturdy.  All the pieces/ hardware were labeled. After sorting out the pieces, the directions are just a diagram and pretty easy to understand. Be carefull on the next to last step. And how you place the short bottom boards. Overall very happy with my purchase!",4,31/07/2022 03:21,"labebe Kids Rocking Horse for 1+ Year Old, Wooden Rocking Unicorn for Toddler Age 1-3, Baby Animal Horse Rocker Kids Ride On Toys, Great Festival Gift for 12M+, 26.5""*10.6""*18.3"", Gray",Toys_and_Games,OR,https://m.media-amazon.com/images/I/616b3IZR+CL._SL1600_.jpg
Thunderous Fun,"Offers action-packed sequences and humorous moments, with well-developed characters adding to the enjoyment.",5,27/10/2025 16:57,Thor: Love and Thunder,Movies_and_TV,CG,
Too Small,Jumbo cat scratcher lounge is not as large as expected. My cat barely fits on it.,2,26/03/2022 11:12,PetFusion Jumbo Cat Scratcher Lounge,Pet_Supplies,CG,
Durable and Reliable,Durable with excellent battery life. Handles all tasks with ease.,5,06/06/2023 16:07,DEWALT DCD780C2 20V MAX Lithium-Ion Compact Drill/Driver Kit,Tools_and_Home_Improvement,CG,
Beautifully Crafted Story,"This novel is a poignant and beautifully written story set during World War II. The characters are richly developed and the plot is both heartbreaking and uplifting. It’s a powerful tale of courage, love, and resilience.",5,11/03/2023 11:35,The Nightingale,Books,CG,
Suspenseful but Predictable,"Plot is suspenseful with an unreliable narrator, but some twists are predictable. The characters are interesting, though the narrative lacks originality.",3,23/06/2024 12:25,The Woman in the Window,Kindle_Store,CG,
Nevada and Candice had more adventures and faced new dangers,"SAPPHIC BOOK BINGO: non-US/UK setting, not a romance, out of your comfort zone, butch character; UNICORN: more than 2 POVs (possibly other categories) I enjoyed The first book in the series, and kept reading through the next two books. There was some Sudanese culture covered in book two, which made it more interesting for me. I knew where it was located in Africa, but nothing more, so I got to learn a few things while reading it. More of Nevada and Candice's backstories were explained, including a few secrets about the American's past. Occasionally, I wasn't comfortable with Nevada's inappropriate comments, but I'm in my fifties, so it was possibly age-related. The fun, wit, snark, adventures, and danger all contributed to more excitement with the two women, and the chemistry went up a notch or two.",4,03/08/2022 04:28,Candice Cushing and the Lost Tomb of Cleopatra (The Cushing-Nevada Chronicles Book 2),Kindle_Store,OR,
Chunky sleek frames,These are nice fashion frames.  Chunky thick frames for a unique look,5,31/12/2022 03:12,SeeBand Blue Light Glasses for Women Men Fashion Classic Square Eyewear Thick Frame Non Prescription Glasses,Clothing_Shoes_and_Jewelry,OR,https://m.media-amazon.com/images/I/81mVmErf3DL._SL1600_.jpg
Bright and Comfortable,"My husband works in road maintenance and needed something for nighttime when he gets called in. We received these two head lamps about a week ago to replace old ones he had, he charged them right away to use. They are very bright and are very comfortable. You have six modes on the units, two for distance, two for right around you and two that are red. The distance one is very bright and you can see far, the mode around you gives you a very wide work area. These two units are the best so far that he has owned.",5,03/11/2022 14:15,"Led Headlamp for Adults with 5 Cores & 6-Modes, 650 Bright Lumens USB Head Lamp Rechargeable for Lightweight and Long Endurance. Waterproof Headlamp for Camping, Hiking, Running.",Tools_and_Home_Improvement,OR,https://m.media-amazon.com/images/I/71VWRRCI7tL._SL1600_.jpg
Doesn't work,The 5 star review must be paid or the product has changed because these do not work.  See my images.  Waste of money.,1,22/05/2022 00:28,"LIGHTDIMS Original Strength - LED Covers and Dimming Sheets for Routers, Electronics and Appliances and More. Dims 50-80% of Light, in Minimal Packaging.",Tools_and_Home_Improvement,OR,https://m.media-amazon.com/images/I/61GE3EJFjsL._SL1600_.jpg
Durable and Nonstick,"Provides excellent cooking performance with its nonstick surface. The cookware heats evenly and is easy to clean. It's a bit heavy, but the durability and quality make it a worthwhile investment.",5,07/04/2022 16:20,All-Clad HA1 Hard Anodized Nonstick Cookware Set,Home_and_Kitchen,CG,
So pretty,"I bought these for my sister who recently had a baby.  She plans to make her own baby food and needed some containers.  These are a very good option,  because the lids are nice and tight without any leaks.  The size is perfect for a couple of days of baby food and it's very convenient that they can be stacked on top of each other for easy storage.  Since they are glass, we don't have to worry about weird chemicals leeching out into the food.  I really like the lovely diamond pattern on the outside.  It's pretty,  but it's more than just decorative.  It also gives you some texture so you can get a better grip on it.  It makes it easier to open and less likely to drop it.",5,08/08/2022 03:21,"Cadamada 8 OZ Glass Jars with Lid, Small Mason Jars with Silver Lid, Ideal for Store Fresh Jams, Jellies, Honey, Fruit Smoothies (30PCS)",Home_and_Kitchen,OR,https://m.media-amazon.com/images/I/71fHvTTRwdL._SL1600_.jpg
Cats Lost Interest Quickly,"Initially, my cats were fascinated by the toy, but they lost interest after a few days. It could be more engaging.",3,08/05/2022 13:23,SmartyKat Hot Pursuit Cat Toy,Pet_Supplies,CG,
Nice detail and nicely crafted!,"[[VIDEOID:fbfa6326dce77b2571e586dcd6d0eb63]] Beautiful copper flower design.  The coloring and details look good.  The base has a nice copper weight.  The flower screws into the top for assembly.  The base of the flower of mine did not screw in.  This should be an easy fix.  Nonetheless, it looks sooo good that I recommend based to quality and design. Trust you found this review honest and helpful:-)",5,14/11/2022 01:54,MakuliSmit Metal Flower (Copper Stained Lily) - Hand Forged Iron Sculpture,Home_and_Kitchen,OR,
What to Get a New Mom or Dad,This is my go-to present for anyone with a new baby that you want to remember but not go overboard on a gift. Babies love this tactile presentation for their first introduction into reading.,5,11/12/2022 21:12,Pat the Bunny (Touch and Feel Book),Books,OR,
Slow Burn Romance,"This historical romance novel is a slow burn, but the richly detailed setting and well-developed characters make it worth the wait. Gabaldon’s blend of history, fantasy, and romance is captivating, and the story is deeply immersive.",4,21/12/2022 15:55,Outlander,Books,CG,
A Deeply Moving Memoir,Strayed's memoir is a deeply moving account of her solo hike along the Pacific Crest Trail. Her candid reflections on her personal struggles and the healing power of nature make it a powerful and inspiring read.,5,01/11/2022 17:35,Wild: From Lost to Found on the Pacific Crest Trail,Books,CG,
Love love love!,"Wish we could see many, many live performances like this, these days. So fabulous! Kevin Spacey is amazing. Miss him, too. Great movie! Buying the soundtrack.",5,29/12/2022 21:29,,Movies_and_TV,OR,
"Decent Storage, But Slow Performance","Providing ample storage at a reasonable price, this hard drive is good for backups but disappointing in terms of performance. Transfer speeds are quite slow, especially when handling large files. It's compact and easy to carry, but the sluggish performance detracts from its overall value. It's okay for occasional backups, but not ideal for regular use.",3,08/03/2023 15:40,Seagate Backup Plus Slim External Hard Drive,Electronics,CG,
Compact and Efficient,"Brews excellent espresso with a sleek design. It's compact and heats up quickly, making it perfect for small spaces. The water tank is small, but it's ideal for single users.",4,25/07/2022 14:50,DeLonghi Dedica EC680M Espresso Machine,Home_and_Kitchen,CG,
Atmospheric and Engaging,"Beauty and isolation of a remote island are captured in this narrative. The mystery unfolds at a steady pace, keeping you hooked till the end.",4,18/09/2022 17:45,The Lightkeepers,Kindle_Store,CG,
Interesting subject content,This addition to the series has reverted to a very complex plot and a bit too much extraneous characters and plot twists.  I don't think that even splitting into two stories would solve this.  I would rather have seen a continuation of the wonderful structure of the previous book.,4,23/12/2022 01:29,Circle of Dead Girls (A Will Rees Mystery Book 8),Kindle_Store,OR,
Underwater Kingdom Adventure,This movie really dives deep into an underwater world with some of the best visuals I've seen. The story has some emotional moments that hit hard.,5,15/03/2024 14:15,Aquaman and the Lost Kingdom,Movies_and_TV,CG,
Comfortable and Supportive,Hiking socks provided excellent comfort and support during long hikes. The material is breathable and prevents blisters. Fit is perfect and they hold up well after multiple washes. Highly recommend for outdoor enthusiasts.,5,15/06/2022 09:05,Men's Hiking Socks,Clothing_Shoes_and_Jewelry,CG,
Unsafe Exercise Ball,My small pet got his foot stuck in the slits. Unsafe and poorly designed.,1,24/06/2022 21:03,Living World Exercise Ball for Small Pets,Pet_Supplies,CG,
CAME WITHOUT PACKAGING,"So the product is fine, it’s a great game. BUT it got delivered only in its merchandise box, not in an Amazon box. They just slapped a shipping label on it then left it on my front porch.",2,05/01/2023 23:08,"MasterPieces NFL San Francisco 49ers Shake N' Score Travel Dice Game, For 2 Players, Ages 6+, Black, One Size, Model: 41670",Sports_and_Outdoors,OR,
Visually Stunning,Showcases visually stunning effects and familiar songs. The realistic animation brings the animal characters to life in a breathtaking way.,5,15/07/2024 17:29,The Lion King,Movies_and_TV,CG,
Comfortable Sleeping Bag,"Warm and cozy for cool nights, packs down small. Zipper can snag, otherwise a solid choice for camping.",4,27/12/2023 14:05,Comfortable Sleeping Bag,Sports_and_Outdoors,CG,
Good for DIY,Perfect for small home projects. Easy to handle but lacks power for bigger tasks.,4,24/10/2023 18:47,Ryobi P215K 18-Volt ONE+ Cordless 1/2 in. Drill/Driver Kit,Tools_and_Home_Improvement,CG,
Dependable Tool,Dependable and powerful. Great for DIY projects but the chuck could be tighter.,4,27/01/2023 13:52,DEWALT DCD771C2 20V MAX Cordless Drill/Driver Kit,Tools_and_Home_Improvement,CG,
Great value works great with my new pellet rifle,"Worked great, getting rid of rats from the neighbors chicken coop",5,11/12/2022 15:14,PREDATOR Rifle Field Round Nose Air Gun Pellets | .25 Caliber | 26.4 gr | Rounded Head for Target Shooting and Hunting | 200 Count,Sports_and_Outdoors,OR,
2nd best we have tried,These were pretty decent. Smelled fine and did not leave a mess. They made it through two or three 1ish hour chew sessions. The dogs like them pretty well but they also aren’t super picky. I love beef cheeks because I can give it to them to keep them busy and I don’t have to worry about them eating it and getting a blockage because it is digestible (within reason of course) I mentioned 2nd best because they were good but I have yet to find any that beat the beef cheek chews from “Happy Dog Place” but these are definitely the second best brand we have found,4,28/11/2022 05:02,"Top Dog Chews – 10” – 12” Buffalo Beef Cheek Rolls with Bully Dust Sprinkles, 3 Pack, Long Lasting Dog Bones for Aggressive Chewers, Rawhide Free Dog Treats",Pet_Supplies,OR,
Cute but Uncomfortable,"Ballet flats are cute and stylish, but they are very uncomfortable. The fit is too tight and they cause blisters. Disappointed with the comfort level despite their attractive look. Would not recommend for long wear.",2,25/09/2023 11:10,Women's Ballet Flats,Clothing_Shoes_and_Jewelry,CG,
Confusing and Overdone,"A confusing narrative with too many twists. The premise was intriguing but poorly executed, leading to a frustrating read.",2,19/01/2024 10:20,The 7 1/2 Deaths of Evelyn Hardcastle,Kindle_Store,CG,
wow great addition,"This is what Amy Lane is great at!  Taking a group of strangers, forming a ensemble,  then fighting for a common cause and becoming family. The story began  many years ago with two young men falling in love. That would be Danny and Felix. Meeting Julia Salinger , her life a living hell they became 3. This is their story living through these pages leading a band of young people to become the Robin Hood's of our times. This group has many players, all good in different fields of expertise. Once they are given a problem, come hell or high water they work to achieve it. Its sometimes works like a McGiver show (you might be too young to understand this ) and sometimes its magical clock work. with one of the group finding there HEA. This #5 was gripping with Stirling and Molly finding out the truth about he death of their parents and Stirling finding Tienne the yin to his yang. We get some hints about their son Josh,, Julia's son and the new man who is trying to court Julia Salinger.....cannot wait Ms Lane!!!",5,10/01/2023 18:42,The Tech (Long Con Adventures),Kindle_Store,OR,
Great for 45lb pup,"It's not the sturdiest crate I've purchased, but it is nicely constructed. Love the multiple openings. I also purchased a nice water proof cover with windows to give my pup a den like home.",5,01/04/2022 07:12,"Medium Dog Crate | MidWest Life Stages 30"" Folding Metal Dog Crate | Divider Panel, Floor Protecting Feet, Plastic Tray | 30L x 19W x 21H Inches, Medium Dog Breed",Pet_Supplies,OR,
Suspenseful and Thought-Provoking,"Prepare for a suspenseful, thought-provoking series with excellent performances, particularly from Julia Roberts. The storyline is intriguing and keeps you guessing until the end. Well-crafted psychological thriller.",4,12/01/2023 19:45,Homecoming,Movies_and_TV,CG,
Beautiful Bling Bling - Great Customer Support,"We would love to love this earrings.  However, one of the earrings post is crooked or bent.  This makes it impossible to remove the other half.  I need to buy a long-noose pliers to straightened this out.  Depends on the quality of the metal and how brittle it is - there is also possibility of the post breaking when it is straightened out. We are not happy about this. Update 2023-January-22 ----------------------------- Customer Support was very attentive and quickly rectified this issue.  Thus am upgrading the rating.",4,14/01/2023 21:14,Sonateomber Statement Gold Chain Waterfall Earrings for Women - Trendy Curved Bar Long Tassel Fringe Chandelier Drop Dangle Fashion Jewelry Gifts,Clothing_Shoes_and_Jewelry,OR,https://m.media-amazon.com/images/I/71nPWmnMuwL._SL1600_.jpg
Kid friendly,"I got these for my niece's 10th birthday and she loves them! They work far enough she can take them to the park and keep in touch with the house, giving her some independence without needing a cell phone.",5,09/01/2023 19:29,"Motorola T100 Talkabout Radio, 2 Pack",Electronics,OR,
Great Curved Gaming Monitor,"Excellent display quality and fast refresh rate. The design is stylish, and the build quality is solid. However, the software can be a bit buggy, and it's quite pricey. A great choice for gamers looking for an immersive experience.",4,22/08/2023 15:20,Samsung Odyssey G7,Electronics,CG,
Versatile and Durable,"Versatile and durable, perfect for meal prepping and storing leftovers. The airtight seal keeps food fresh, and the containers are easy to stack. They are also microwave and dishwasher safe, making them highly convenient.",5,09/01/2023 14:55,Rubbermaid Brilliance Food Storage Container Set,Home_and_Kitchen,CG,
"Decent Sound, Uncomfortable Fit","Sound quality is decent, with good noise cancellation features. However, the earbuds are uncomfortable for extended use and tend to fall out easily. Touch controls are overly sensitive and can be frustrating to use. Battery life is average, not living up to the advertised duration. For the price, there are better options available.",3,12/01/2024 14:20,Anker Soundcore Liberty Air 2 Pro Earbuds,Electronics,CG,
Fantastic Earbuds with a Price Tag,"Fantastic sound quality and excellent noise cancellation. Extremely comfortable and stay in place even during workouts. Seamless integration with Apple devices enhances the user experience. However, the price is quite high compared to other earbuds on the market. Overall, worth it for Apple users looking for high-quality earbuds.",4,27/02/2023 08:35,Apple AirPods Pro,Electronics,CG,
White and bright,"They came in a box, all intact. The light is white and bright.",5,09/03/2023 03:48,"Brightever E12 LED Candelabra 40 Watt Equivalent Light Bulbs, 4W Warm White 2700K Ceiling Fan Bulbs, Chandelier Candle Lights for Wall Lanterns, Pendant Lights, Non-Dimmable, 6-Pack",Tools_and_Home_Improvement,OR,
Great for Hiking,Hiking boots are perfect for outdoor adventures. They provide excellent ankle support and the grip is fantastic on various terrains. The material is durable and waterproof. Very satisfied with the performance. Highly recommend for hikers.,5,09/05/2023 08:45,Hiking Boots,Clothing_Shoes_and_Jewelry,CG,
Kids like it,Was a gift for grandson (age 9) and he loved it,5,02/09/2022 18:13,Pokémon Seek and Find: Legendary Pokémon,Books,OR,
Es muy lenta y eso que le he puesto solo3 app.tiene poca memoria,O tiene poca memoria  o es demasiado lento .realmente esperaba más de ella,2,23/09/2022 19:11,"ZZB Tablet 10 Inch Android Tablets, 32GB ROM 512GB Expand，6000mah Battery, Quad-Core Processor 2GB RAM Tableta, 8MP Camera WiFi 10.1'' IPS HD Touch Screen Android 11 Tablet.",Electronics,OR,
Unexpected Hero,Features an engaging storyline with plenty of surprises and standout performances from an unexpected hero.,4,12/10/2024 16:32,Nobody,Movies_and_TV,CG,
Touching and Mysterious,"Touching story with elements of mystery and magic. Characters are relatable, and the plot is engaging, though some twists feel a bit forced. The blend of emotional depth and mystery makes it a satisfying read.",4,30/09/2022 11:10,Where the Forest Meets the Stars,Kindle_Store,CG,
good book,as expected,5,30/05/2022 06:37,The Missing Sister,Books,OR,
Precise and Durable,Provides accurate measurements and is built to last. Very reliable.,5,09/02/2023 07:37,Klein Tools Laser Level with Plumb Spot,Tools_and_Home_Improvement,CG,
Perfect for Running,Running sneakers are perfect for jogging and long runs. The cushioning is excellent and they provide great support. Fit true to size and are very comfortable. Highly recommend for runners.,5,22/11/2023 08:55,Running Sneakers,Clothing_Shoes_and_Jewelry,CG,
A Rich Tapestry of Stories,"This novel is a beautifully woven tapestry of interconnected stories about Chinese-American women and their immigrant mothers. Tan’s writing is evocative and the characters are deeply relatable. It’s a touching exploration of culture, family, and identity.",5,19/11/2022 10:50,The Joy Luck Club,Books,CG,
Light,Lost three due to not working in less than a year!,3,25/05/2022 00:56,"ketive Solar Outdoor Lights Garden, 15 LEDs Bright Solar Landscape Spotlights Waterproof, Auto-ON/Off Last a Whole Night Yard Lights, Cold White, 6 Pack",Tools_and_Home_Improvement,OR,
Great stick at any age,Good quality,5,29/05/2022 22:25,"STX Lacrosse Stallion 200 Boys Complete Stick with Mesh Pocket, Attack/Midfielder",Sports_and_Outdoors,OR,
"Very funny, very short","If it was 100 pages longer, i'd endorse it 100% but it was pretty short and a quick read.  Still very funny.",4,02/09/2022 20:58,"Barry Sonnenfeld, Call Your Mother: Memoirs of a Neurotic Filmmaker",Kindle_Store,OR,
It was a good movie,It's all good,5,18/01/2023 20:52,,Movies_and_TV,OR,
Fitbit helped me lose tons of weight,I miss the stair counter because I was able to lose 50 pounds by climbing stairs during a very snowy winter and logging my food.,4,19/12/2022 20:31,"Fitbit Charge 5 Advanced Health & Fitness Tracker with Built-in GPS, Stress Management Tools, Sleep Tracking, 24/7 Heart Rate & More, Platinum, Mineral Blue, One Size S & L Bands Included, Steel Blue",Sports_and_Outdoors,OR,
worthless/constantly goes off for no reason,sent back/goes off for no reason/  bought door stop type that works great,1,24/05/2022 23:13,Alarm for Door Handle Door Handle Alarm Door Entry Alarm for Home Dorms Security,Electronics,OR,
"High Performance, Loud Fans","Handles demanding games smoothly, but the fans can get quite loud. The build quality is excellent, and it's easily upgradable. Overall, a solid choice for gamers who don't mind the noise.",4,12/06/2023 16:20,Alienware Aurora R12,Electronics,CG,
Works awesome,"We ride long trips on our side by side and often have no internet service. Amazon music became a pain to keep signed in to and use any basic functions... It was irritating. Since this device we use with our Sirius XM account and it doesn't need internet to work, it's awesome. We program our favorite stations and works just like it does in our car. We love it!",5,19/08/2022 01:05,SiriusXM - SXVRBTAZ1 Roady BT (Bluetooth Compatible) In-Vehicle Satellite Radio. Enjoy SiriusXM Through Your Existing Car Stereo for as Low as $5/month + $60 Service Card with Activation,Electronics,OR,
Keeps it full for her,I always forget to check her water bowl so this helps!,5,18/09/2022 21:31,,Pet_Supplies,OR,
Great White Elephant gift,This is a super fun game to play with a group of friends!!!,5,20/12/2022 16:48,These Cards Will Get You Drunk - Fun Adult Drinking Game for Parties,Sports_and_Outdoors,OR,
Uncomfortable Dog Bed,My dog refuses to sleep on it. The material feels rough and the padding is insufficient.,2,11/01/2024 01:28,PetFusion BetterLounge Dog Bed,Pet_Supplies,CG,
Satisfying.,The clicks and buttons are very satisfying sounding and have nice texture and give. I just wish it were a little heavier.,5,21/07/2022 20:36,"PILPOC theFube Fidget Cube - Deluxe Authentic Fidget Toys for Adults & Kids - Premium Protective Case, Stress Cube, Anxiety Toys, ADHD, OCD, Autism. Quiet Sides & Fidget Clicker Toy (Grey)",Toys_and_Games,OR,https://m.media-amazon.com/images/I/51HoCsZeKxL._SL1600_.jpg
Cute but Not Durable,"Cute and stylish, ideal for casual wear. Unfortunately, the material is not very durable. The soles started to wear out after a few weeks. Would have been perfect if they lasted longer.",3,17/11/2022 14:30,Ballet Flats,Clothing_Shoes_and_Jewelry,CG,
Charming and Delightfully Quirky,"An utterly charming read filled with warmth and wit. The epistolary format adds a unique flavor to the storytelling, and the characters are endearing. It’s a delightful escape into a post-war community with a love for books and resilience. Perfect for a cozy, uplifting read.",5,06/04/2022 18:53,The Guernsey Literary and Potato Peel Pie Society,Books,CG,
Soft and Cozy,"Extremely soft and cozy, providing excellent warmth during cold weather. The quality is top-notch and the color is rich. Adds a touch of elegance to any winter outfit. Highly recommend for anyone looking for a luxurious scarf.",5,03/01/2023 16:05,Cashmere Scarf,Clothing_Shoes_and_Jewelry,CG,
Votive candles,"Nice votive candles, just hoped they were a bit brighter but do look like small candles.",4,20/12/2022 01:33,"Homemory 12Pack Timer Flameless LED Votive Candles, Long Lasting Battery Operated Tea Light with Timers, 6 Hours On and 18 Hours Off Cycle Automatically for Wedding, Table Decorations (Warm White)",Tools_and_Home_Improvement,OR,
Effective Tartar Control,Helps control tartar buildup effectively. The toothpaste and brush are easy to use. The brush could be a bit softer for sensitive gums.,4,25/07/2023 04:51,Arm & Hammer Dog Dental Care Tartar Control Kit,Pet_Supplies,CG,
Unique Dark Humor,Engaging plot with unique dark humor. Quirky and memorable characters add to the show's charm.,4,19/02/2024 12:50,Afsos,Movies_and_TV,CG,
